Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,0.234,0.295,0.244,0.05,0.238,0.173,0.246,0.135,0.122,0.211,0.213,0.132,0.092,0.087,0.11939280231963159
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,0.59,0.4,0.362,0.158,0.217,0.295,0.215,0.286,0.328,0.204,0.26,0.461,0.473,0.357,0.37257824143070045
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,0.264,0.402,0.292,0.293,0.226,0.204,0.296,0.307,0.272,0.128,0.07,0.062,0.145,0.131,0.1783893985728848
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,0.795,0.208,0.832,0.482,0.359,0.456,0.375,0.648,0.446,0.459,0.153,0.454,0.286,0.432,0.46326084159052894
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,0.104,0.04,0.146,0.0,0.061,0.0,0.03,0.0,0.027,0.0,0.026,0.045,0.049,0.025,0.055020632737276476
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,0.586,0.512,0.819,0.432,0.458,0.354,0.541,0.655,0.415,0.31,0.103,0.187,0.291,0.279,0.4130747126436782
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,0.269,0.258,0.379,0.253,0.189,0.206,0.194,0.238,0.133,0.108,0.066,0.122,0.084,0.096,0.16260162601626016
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,0.57,0.352,0.714,0.43,0.494,0.495,0.425,0.619,0.578,0.334,0.232,0.353,0.341,0.233,0.27941034781770885
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,0.547,0.519,0.22,0.256,0.235,0.389,0.551,0.525,0.381,0.305,0.056,0.051,0.203,0.175,0.3192338387869114
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,0.701,0.603,1.052,0.694,0.34,0.46,0.439,0.394,0.518,0.624,0.228,0.324,0.297,0.206,0.31503150315031503
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,0.212,0.213,0.215,0.139,0.288,0.084,0.275,0.217,0.196,0.203,0.096,0.155,0.048,0.07,0.1182033096926714
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,0.559,0.284,0.785,0.528,0.516,0.487,0.654,0.6,0.526,0.259,0.116,0.161,0.248,0.203,0.3414217778319717
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,0.191,0.141,0.49,0.193,0.157,0.129,0.266,0.244,0.239,0.13,0.214,0.253,0.117,0.223,0.13012361743656475
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,0.37,0.253,0.348,0.325,0.128,0.175,0.168,0.194,0.214,0.172,0.11,0.174,0.174,0.162,0.19511266566730912
